gene,pan1wt,pan2wt,pan3ko,pan4ko,pan5ko,pan6ko,pan7wt,pan8wt
Nfe2l1,349.955,259.036,316.972,341.51,392.131,371.932,283.873,531.614
Nfe2l2,5870.352,6849.007,8517.543,8815.534,6148.743,5589.128,4112.759,2107.136
Nfe2l3,0,0.858,0,0,0,0,0,0
Nfia,60.238,36.883,23.383,29.412,44.999,45.676,32.551,62.946
Nfib,28.685,31.736,5.196,12.255,16.071,4.35,16.654,221.246
Nfic,103.265,84.058,64.087,89.871,70.712,100.777,101.437,326.572
Nfil3,1431.373,1428.127,1864.593,1897.913,1038.183,1223.098,1838.743,611.387
Nfix,90.357,54.037,73.614,59.642,51.427,53.651,63.588,130.255
Nfkb1,1036.957,1295.178,1609.976,1546.599,948.186,912.067,914.451,634.447
Nfkb2,448.918,688.76,722.281,763.087,369.632,353.807,246.024,208.782
Nfkbia,3348.955,8139.896,6163.636,6107.964,4779.499,1782.808,1603.317,1172.917
Nfkbib,120.476,170.689,241.626,238.567,99.64,118.177,68.13,41.756
Nfkbid,523.498,1123.632,851.321,1069.466,379.274,334.956,636.634,436.883
Nfkbie,1656.549,1618.544,2859.678,2744.335,1240.677,1156.396,899.311,195.071
Nfkbil1,8.605,10.293,12.991,9.804,6.428,7.975,14.383,12.465
Nfkbiz,3611.421,11585.414,6399.2,6520.554,10616.465,4450.132,2092.337,2411.272
Nfrkb,136.253,120.083,122.112,123.368,122.139,135.578,176.38,179.49
Nfs1,78.883,86.631,94.399,96.407,106.068,106.577,80.999,100.34
Nfu1,137.687,112.363,158.486,165.036,141.424,126.152,118.848,90.368
Nfx1,527.801,441.733,419.165,385.629,437.13,441.533,489.776,389.518
Nfxl1,616.724,371.399,420.031,323.536,674.98,739.514,616.952,770.311
Nfya,430.273,449.453,691.103,656.876,584.982,623.512,392.124,479.886
Nfyb,157.767,238.45,196.592,177.291,167.138,156.603,131.717,126.515
Nfyc,81.752,72.05,87.47,102.943,64.284,71.051,62.074,69.802
Ngb,0,0.858,0,0.817,0,0,0,0
Ngdn,120.476,134.664,151.558,151.147,125.353,134.852,121.876,98.47
Ngef,0,0.858,0.866,1.634,0,2.175,0.757,3.739
Ngf,0,0,0,0.817,0,0,0,7.479
Ngfr,0,0,0.866,0,0,0,1.514,0
Ngly1,236.65,263.324,211.315,191.997,170.352,184.878,202.875,208.158
Ngp,1913.279,3623.926,1233.247,1327.641,787.476,347.281,412.563,493.597
Ngrn,31.553,19.728,24.249,21.242,19.285,26.825,30.28,34.278
Nhej1,14.342,12.008,13.857,8.987,6.428,8.7,12.869,13.088
Nhlh1,0,0,0,0.817,0,0.725,0,0
Nhlh2,0,0,0,0,0,0,0,0
Nhlrc1,5.737,2.573,1.732,1.634,0,2.9,2.271,2.493
Nhlrc2,111.871,139.811,160.218,125.819,131.782,130.502,182.436,134.617
Nhlrc3,436.01,386.838,380.193,337.425,392.131,442.983,374.713,416.317
Nhlrc4,0,0,0,0,0,0,0,0
Nhp2,54.501,66.046,56.293,60.459,35.356,43.501,55.261,64.193
Nhs,1.434,0,1.732,0.817,0,0.725,3.028,13.711
Nhsl1,4.303,3.431,0,0,9.643,0.725,3.785,34.278
Nhsl2,228.044,314.788,309.178,260.626,73.926,105.127,378.498,267.365
Nicn1,18.645,16.297,12.991,7.353,32.142,34.801,15.897,47.989
Nid1,47.33,15.439,10.393,4.085,19.285,15.95,28.009,682.436
Nid2,15.777,23.159,7.794,9.804,16.071,21.75,24.981,172.011
Nif3l1,103.265,97.782,96.131,109.479,138.21,126.877,115.82,82.889
Nifk,139.121,155.25,267.608,239.384,176.78,181.253,158.969,170.141
Nim1k,15.777,22.301,50.231,40.033,6.428,13.775,9.084,8.725
Nin,1151.696,1283.17,1143.178,1074.368,813.19,899.742,1255.856,769.688
Ninj1,341.35,290.772,377.595,424.028,99.64,140.653,264.192,347.138
Ninj2,0,0,0,0,0,0,0,0
Ninl,5.737,3.431,2.598,0.817,0,5.8,7.57,17.45
Nip7,159.201,138.953,149.826,172.389,141.424,181.253,130.96,124.646
Nipa1,17.211,5.146,6.928,8.17,32.142,21.025,7.57,48.612
Nipa2,982.456,1078.172,963.041,903.613,1034.969,876.541,1047.682,872.52
Nipal1,11.474,6.862,5.196,3.268,19.285,19.575,7.57,4.363
Nipal2,0,0,0,0,0,0,0,0.623
Nipal3,78.883,60.899,64.087,85.786,86.783,87.727,89.326,62.323
Nipal4,0,0,0,0,0,0.725,0,0
Nipbl,1843.001,1954.776,1933.876,1631.568,1758.161,1859.659,1835.715,1154.843
Nipsnap1,15.777,12.008,8.66,5.719,9.643,18.125,18.168,21.813
Nipsnap2,202.228,185.271,154.156,141.343,134.996,125.427,191.52,200.68
Nipsnap3a,0,0,0,0,0,0,0,0
Nipsnap3b,216.571,294.203,242.492,249.188,237.85,182.703,198.333,188.215
Nisch,1112.972,1098.757,642.605,620.927,944.971,1002.694,1190.755,1482.661
Nit1,97.528,83.2,103.059,96.407,118.925,115.277,93.11,74.164
Nit2,73.146,76.338,51.963,62.91,70.712,71.776,89.326,67.932
Nkain1,2.868,0,0,0,0,0,0,6.856
Nkain2,0,0,0,0,0,0,0,0.623
Nkain3,0,0,0,0,0,0,0,0
Nkain4,0,0,0,0,0,0,0,0
Nkap,134.819,156.108,137.701,107.028,205.708,181.253,153.67,168.272
Nkapl,1.434,1.715,1.732,0.817,3.214,0.725,0,1.246
Nkd1,0,0,0,0,0,0,0,0
Nkd2,0,0,0,0.817,0,1.45,0.757,19.943
Nkg7,15.777,11.151,11.259,22.059,9.643,7.975,43.149,6.232
Nkiras1,43.027,47.175,44.168,40.033,44.999,44.951,34.065,44.249
Nkiras2,98.963,87.489,118.648,119.283,77.141,102.952,84.027,127.139
Nkpd1,0,0,0,0,0,0,0,0
Nkrf,78.883,86.631,39.838,78.433,48.213,60.901,42.392,36.77
Nktr,2076.782,2434.249,2729.771,2138.931,2169.577,2151.115,2004.525,1447.76
Nkx1-1,0,0,0,0,0,0,0,0
Nkx1-2,0,0,0,0,0,0,0,0
Nkx2-1,0,0,0,0,0,0,0,0
Nkx2-2,0,0,0,0,0,0,0.757,0
Nkx2-2os,1.434,0.858,0,0,0,0,0,0.623
Nkx2-3,0,0,0,0,0,0,0,0
Nkx2-4,0,0,0,0,0,0,0,0
Nkx2-5,0,0,0,0,0,0,0,0
Nkx2-6,0,0,0,0,0,0,0,0
Nkx2-9,0,0,0,0,0,0,0,0
Nkx3-1,0,0,0,0,0,0,0,0
Nkx3-2,0,0,0,0,0,0,0,0
Nkx6-1,0,0,0,0,0,0,0,0.623
Nkx6-2,0,0,0,0,0,0,0,0
Nkx6-3,0,0,0,0,0,0,0,0
Nle1,15.777,7.72,20.785,15.523,16.071,17.4,9.084,18.697
Nlgn1,0,0,0,0,0,0,0,0
Nlgn2,15.777,9.435,18.187,13.072,3.214,15.225,9.841,69.178
Nlgn3,1.434,0,1.732,2.451,0,0,0,0
Nlk,119.042,145.815,95.265,97.224,118.925,116.727,124.904,150.821
Nlk-ps1,0,0,0,0,0,0,0,0
Nln,157.767,148.388,148.094,156.866,157.495,151.528,173.352,152.691
Nlrc3,25.816,18.87,7.794,8.17,12.857,10.15,25.738,84.759
Nlrc4,265.335,319.077,397.514,385.629,353.561,350.181,270.248,218.753
Nlrc5,1477.269,1495.888,3078.787,2906.92,1427.1,1801.658,1831.93,268.612
Nlrp10,5.737,3.431,1.732,3.268,12.857,4.35,8.327,4.363
Nlrp12,30.119,66.903,16.455,17.974,6.428,8.7,30.28,21.813
Nlrp14,0,0,0,0,0,0,0,0
Nlrp1a,74.581,88.347,49.365,48.204,96.426,115.277,117.334,68.555
Nlrp1b,506.287,571.251,646.069,584.979,517.484,535.785,679.025,306.005
Nlrp1c-ps,189.32,191.275,20.785,10.621,208.922,258.105,443.6,195.694
Nlrp2,0,0,0,0,0,0,0,0
Nlrp3,5361.196,12901.178,9219.905,8965.864,8800.449,5987.886,3252.054,1652.803
Nlrp4a,0,0,0,0,0,0,0,0
Nlrp4b,0,0,0,0,0,0,0,0
Nlrp4c,0,0,0,0,0,0,0,0
Nlrp4d,0,0,0,0,0,0,0,0
Nlrp4e,0,0,0,0,0,0,0,0
Nlrp4f,0,0,0,0,0,0,0,0
Nlrp4g,0,0,0,0,0,0,0,0
Nlrp5,0,0,0,0,0,0,0,0
Nlrp5-ps,0,0,0,0,0,0,0,0
Nlrp6,0,0.858,0.866,0.817,0,0,0,0
Nlrp9a,0,0,0,0,0,0,0,0
Nlrp9b,0,0,0,0,0,0,0,0
Nlrp9c,0,0,0,0,0,0,0,0
Nlrx1,57.37,72.05,65.819,89.871,51.427,55.826,72.672,53.598
Nmb,0,5.146,3.464,4.085,0,1.45,9.084,4.986
Nmbr,0,0,0,0,0,0,0,0
Nmd3,259.598,243.596,238.162,217.325,343.918,264.63,250.566,234.334
Nme1,111.871,100.355,107.389,116.015,77.141,70.326,83.27,87.875
Nme2,0,3.431,2.598,2.451,0,0.725,3.785,0.623
Nme3,0,0,0,0,0,0,0,0
Nme4,5.737,2.573,0.866,4.902,16.071,9.425,6.813,36.147
Nme5,0,0,0,0.817,0,0.725,0,2.493
Nme6,15.777,8.577,6.928,8.17,32.142,19.575,9.841,23.683
Nme7,43.027,54.895,51.963,56.374,54.641,48.576,48.448,55.467
Nme8,2.868,0,3.464,1.634,0,0,1.514,0
Nme9,0,0,0,0,0,0,0,0
Nmi,334.178,327.654,773.377,694.458,350.347,352.357,409.535,104.702
Nmnat1,15.777,12.866,12.991,20.425,16.071,23.925,16.654,27.422
Nmnat2,0,0,0,0.817,0,0,0,0.623
Nmnat3,30.119,27.447,14.723,18.791,16.071,20.3,37.093,39.887
Nmral1,35.856,24.874,71.882,61.276,51.427,53.651,49.962,53.598
Nmrk1,50.198,68.619,42.436,49.838,22.499,54.376,53.747,45.496
Nmrk2,0,0,0,0,0,0,0,0
Nms,0,0,0,0,0,0,0,0
Nmt1,806.044,687.903,813.215,831.716,1070.325,1065.77,852.377,840.736
Nmt2,195.057,185.271,138.567,139.709,241.064,174.003,152.913,253.654
Nmu,0,0,0,0,0,0,0,0
Nmur1,0,0,0,0,0,0,0,0
Nmur2,0,0,0,0,0,0,0,0
Nnat,0,0,0.866,0,0,0,0,0
Nnmt,1.434,2.573,0.866,5.719,3.214,0.725,0.757,5.609
Nnt,7.171,4.289,3.464,1.634,0,5.075,6.813,6.232
Noa1,74.581,77.196,69.284,59.642,61.07,60.901,108.25,46.119
Nob1,50.198,36.883,27.713,39.216,35.356,33.351,40.121,62.323
Nobox,0,0,0,0,0,0,0,0
Noc2l,414.496,313.073,276.268,339.059,324.633,373.382,370.171,345.892
Noc3l,93.226,84.916,85.738,63.727,106.068,111.652,71.915,114.674
Noc4l,119.042,134.664,133.371,156.049,93.211,79.026,91.597,65.439
Noct,483.34,826.856,754.324,808.84,1022.112,602.486,268.734,124.023
Nod1,210.834,226.442,676.38,638.085,311.776,319.006,161.24,104.702
Nod2,351.389,486.335,1000.281,1135.643,311.776,312.481,239.968,70.425
Nodal,0,0,0,0,0,0,1.514,0
Nog,0,0,0,0,0,0,0,0
Nol10,159.201,168.116,191.396,196.899,154.281,131.227,126.418,94.108
Nol11,143.424,143.242,143.763,112.747,205.708,174.003,143.072,192.578
Nol12,43.027,42.029,33.776,44.119,35.356,55.826,41.635,49.858
Nol3,0,0,0,0.817,0,0,0,0.623
Nol4,0,0,0,0,0,0,1.514,2.493
Nol4l,14.342,13.724,27.713,25.327,44.999,35.526,27.252,51.728
Nol6,104.7,87.489,76.212,90.688,86.783,87.002,113.549,136.487
Nol7,295.454,314.788,286.661,269.613,295.705,220.404,207.417,194.447
Nol8,150.595,156.965,164.548,135.624,241.064,222.579,140.044,159.547
Nol9,123.345,70.334,76.212,80.884,86.783,126.877,92.354,108.442
Nolc1,245.255,198.137,186.199,216.508,308.562,292.905,160.483,269.858
Nom1,226.61,218.722,151.558,186.278,160.709,195.029,193.034,165.779
Nomo1,136.253,119.225,96.997,106.211,118.925,108.752,108.25,245.552
Nono,939.428,744.513,1254.032,1133.192,1009.255,1091.87,1020.431,809.574
Nop10,83.186,70.334,90.069,90.688,51.427,89.902,64.345,107.819
Nop14,226.61,172.405,150.692,135.624,234.636,185.603,169.567,146.459
Nop16,58.804,45.46,48.498,49.021,61.07,46.401,38.607,87.252
Nop2,76.015,62.615,54.561,75.982,109.282,79.026,63.588,89.122
Nop53,506.287,434.871,402.71,463.244,247.493,308.856,429.217,271.728
Nop56,372.903,364.537,292.723,399.518,421.059,419.058,357.302,352.124
Nop58,417.364,488.051,395.782,369.288,826.046,534.335,259.65,393.257
Nop9,150.595,150.103,155.022,149.513,147.853,149.353,150.642,114.051
Nos1,0,0,0,0,0,0.725,0,0
Nos1ap,8.605,8.577,10.393,8.17,9.643,7.975,15.14,7.479
Nos2,450.352,1585.093,698.032,267.979,546.412,230.554,201.361,9.972
Nos3,0,0,0.866,1.634,3.214,0,0.757,0
Nosip,84.62,72.907,83.14,89.054,48.213,87.002,84.027,81.02
Nostrin,96.094,84.916,93.533,89.054,54.641,80.476,78.728,49.235
Notch1,223.742,255.605,187.932,229.58,173.566,168.203,285.387,375.184
Notch2,1032.654,1128.778,1224.586,1202.638,633.195,732.264,1058.28,787.761
Notch3,0,3.431,0.866,0,0,0,0,3.739
Notch4,25.816,29.163,20.785,35.948,22.499,13.05,15.14,14.957
Noto,0,0,0,0,0,0,0,0
Notum,2.868,0.858,0,1.634,0,0.725,0,1.87
Notumos,0,0,0,0,0,0,0,0
Nov,0,0.858,0.866,0,0,2.175,1.514,7.479
Nova1,1.434,1.715,0.866,0,6.428,0,0,2.493
Nova2,0,0,0,0.817,0,0,0,0
Nox1,1.434,0,0,0,0,2.175,3.028,1.246
Nox3,0,0,0,0,0,0,0,0
Nox4,0,1.715,0,0,0,0,2.271,6.856
Noxa1,0,0,0,0,0,0,0,0
Noxo1,14.342,9.435,5.196,4.902,3.214,10.15,6.813,7.479
Noxred1,11.474,20.586,29.445,29.412,35.356,32.626,3.028,3.739
Npas1,0,0,0,0,0,0.725,0,0
Npas2,0,0,0,0,0,0,0,0
Npas3,0,0,0,0,0,0,0,4.363
Npas4,0,0,0,0.817,3.214,0,0,1.87
Npat,144.858,150.103,150.692,148.696,179.995,181.978,174.866,172.011
Npb,0,0,0,0,0,0,0,0
Npbwr1,0,0,0,0,0,0,0,0
Npc1,906.441,866.311,582.848,595.6,684.622,650.337,805.444,1200.962
Npc1l1,0,0,0,0.817,0,0,0.757,0
Npc2,5067.177,4520.259,6564.614,6874.319,4358.44,4735.063,5552.565,2778.354
Npcd,0,0,0,0,0,0,0,0
Npdc1,1.434,2.573,0.866,2.451,0,0,2.271,18.697
Npepl1,126.213,89.204,64.953,71.897,54.641,89.177,109.007,133.371
Npepps,372.903,496.628,437.352,362.752,523.913,438.633,419.376,425.042
Npff,7.171,7.72,12.125,9.804,0,6.525,12.869,6.856
Npffr1,0,0,0,0,0,0,0,0
Npffr2,0,0,0,0,0,0,0,0
Nphp1,54.501,31.736,11.259,13.889,41.784,34.801,23.467,47.989
Nphp3,41.593,33.452,27.713,24.51,38.57,36.251,53.747,59.207
Nphp4,4.303,3.431,2.598,2.451,0,5.075,2.271,6.232
Nphs1,0,0,0,0.817,0,0,0,0
Nphs1os,0,0,0,0,0,0,0,0
Nphs2,0,0,0,0,0,0,0,2.493
Npl,595.21,629.577,50.231,48.204,742.478,693.838,144.586,870.027
Nploc4,391.548,438.302,399.246,372.556,411.416,416.158,330.807,330.311
Npm1,2476.936,2220.674,1706.107,1790.885,2895.984,2235.216,2002.254,1953.199
Npm2,0,1.715,0,3.268,0,1.45,0.757,2.493
Npm3,73.146,60.041,84.872,71.897,64.284,58.726,53.747,61.7
Npm3-ps1,0,0,0,0,0,0.725,0.757,1.87
Npn2,0,0,0,0,0,0,0,0
Npnt,1.434,0.858,0.866,0,6.428,0,0.757,29.915
Nppa,0,0,0,0,0,0,0,0
Nppb,0,1.715,0,1.634,0,1.45,0,2.493
Nppc,0,0,0,0,0,0,0,0
Npr1,0,1.715,0,0,0,0,2.271,7.479
Npr2,8.605,8.577,2.598,2.451,16.071,3.625,6.056,75.411
Npr3,1.434,0,0,0,3.214,0.725,0,1.246
Nprl2,24.382,29.163,27.713,24.51,32.142,35.526,28.766,45.496
Nprl3,51.633,43.744,34.642,41.667,38.57,44.226,51.476,72.918
Nps,0,0,0,0,0,0,0,0
Npsr1,0,0,0,0,0,0,0,0
Nptn,1745.472,1945.341,1917.422,1785.983,2073.152,1676.231,1596.504,1506.344
Nptx1,5.737,6.004,2.598,15.523,38.57,8.7,9.084,83.513
Nptx2,0,0,0,0,0,0,0,0
Nptxr,7.171,6.004,3.464,6.536,9.643,8.7,15.897,78.527
Npvf,0,0,0,0,0,0,0,0
Npw,0,0,0,0,0,0,0,0
Npy,0,0,0,0,0,0,0,0
Npy1r,0,0,0,0.817,0,0,0,0
Npy2r,0,0,0,0,0,0,0,0
Npy4r,0,0,0,0,0,0,0,0.623
Npy5r,0,0,0,0,0,0,0,0
Npy6r,0,0,0,0,0,0,0,0
Nqo1,5.737,1.715,1.732,1.634,6.428,0,2.271,11.218
Nqo2,137.687,153.534,185.333,215.691,286.063,242.879,164.268,215.014
Nr0b1,0,0,0,0,0,0,0,0
Nr0b2,0,0,0,0,0,0,0,0.623
Nr1d1,17.211,16.297,5.196,10.621,3.214,7.25,15.897,50.482
Nr1d2,282.546,289.914,140.299,174.023,163.924,216.779,397.423,290.425
Nr1h2,106.134,98.639,133.371,169.938,80.355,105.127,112.792,105.949
Nr1h2-ps,0,0,0,0,0,0,0,0
Nr1h3,57.37,36.883,149.826,142.977,70.712,97.877,54.504,31.161
Nr1h4,0,0,0.866,0,0,0,0,0
Nr1h5,0,0,0,0,0,0,0,0
Nr1i2,0,0,0,0,0,0,0,0
Nr1i3,0,0,0,2.451,0,0,0,0
Nr2c1,73.146,67.761,49.365,63.727,80.355,71.776,72.672,87.252
Nr2c2,398.719,421.147,349.016,379.909,347.132,413.258,520.056,367.705
Nr2c2ap,61.672,33.452,42.436,49.021,35.356,39.876,46.934,50.482
Nr2e1,0,0,0,0,0,0,0,0
Nr2e3,0,0,0,0,0,0,0,0
Nr2f1,2.868,4.289,1.732,5.719,0,2.175,6.813,69.802
Nr2f2,8.605,13.724,5.196,13.072,9.643,4.35,3.785,91.615
Nr2f6,18.645,18.012,17.321,34.314,6.428,15.95,22.71,41.756
Nr3c1,722.858,828.571,854.785,748.381,896.759,841.016,916.722,829.517
Nr3c2,1.434,2.573,1.732,0.817,0,0,3.028,0.623
Nr4a1,1708.182,2866.547,3025.958,3768.048,2703.133,2343.968,2993.919,2530.932
Nr4a2,1233.448,1878.438,1243.639,1580.914,784.262,1185.397,2363.341,1298.186
Nr4a3,2575.899,4733.834,3450.32,4259.071,2867.056,4061.525,3322.455,581.472
Nr5a1,0,0,0,0,0,0,0,0
Nr5a1os,0,0,0,0,0,0,0,0
Nr5a2,0,0,0,0,0,0,0,0.623
Nr6a1,24.382,36.883,29.445,22.059,19.285,34.076,26.495,18.697
Nr6a1os,0,0,0,0,0,0,0,1.246
Nradd,7.171,3.431,3.464,4.085,0,3.625,3.028,10.595
Nrap,15.777,12.008,1.732,0.817,22.499,17.4,6.056,25.552
Nrarp,1.434,2.573,8.66,8.17,0,2.175,4.542,2.493
Nras,851.94,949.512,787.234,737.76,797.119,754.739,680.539,773.427
Nras-ps2,0,0,0,0,0,0,0,0
Nrbf2,64.541,48.033,73.614,61.276,89.997,71.051,74.943,58.584
Nrbp1,722.858,663.028,936.194,892.175,559.269,653.237,897.04,535.977
Nrbp2,5.737,6.004,2.598,3.268,0,2.175,6.056,14.334
Nrcam,0,0,1.732,1.634,3.214,2.9,0,2.493
Nrd1,1531.77,2008.813,2019.615,1953.47,1819.231,1686.381,1560.926,1028.327
Nrde2,67.409,43.744,62.355,50.655,41.784,65.976,95.381,67.932
Nrep,1.434,0.858,0,0.817,3.214,0,1.514,11.841
Nrf1,120.476,137.237,167.147,138.075,118.925,134.127,143.072,128.385
Nrg1,34.422,122.656,127.308,111.93,51.427,50.751,122.633,31.161
Nrg2,17.211,3.431,8.66,8.17,9.643,4.35,15.14,2.493
Nrg3,0,0,0,0,0,0,0,0
Nrg3os,0,0,0,0,0,0,0,0
Nrg4,8.605,18.012,2.598,0.817,0,1.45,7.57,4.986
Nrgn,0,0,0,0.817,3.214,0,0,0
Nrip1,436.01,409.997,567.259,553.116,437.13,455.308,406.507,370.198
Nrip2,0,0,0,0.817,0,0,0,0
Nrip3,1.434,0.858,0,1.634,0,2.175,1.514,0
Nrk,4.303,1.715,0.866,0.817,0,0.725,2.271,45.496
Nrl,0,0,0,0,0,0,0,0
Nrm,98.963,91.778,51.097,79.25,73.926,67.426,83.27,78.527
Nrn1,21.514,7.72,6.062,17.974,9.643,11.6,8.327,75.411
Nrn1l,0,0,0,0,0,0,0,0
Nron,0,0,0,0,0,0,0,0
Nrp1,1124.446,564.389,457.271,454.257,732.835,883.066,597.27,2112.122
Nrp2,365.732,443.449,187.066,205.886,308.562,250.13,248.295,758.469
Nrros,1267.87,1119.343,1743.347,1880.756,1163.536,1329.675,928.834,861.302
Nrsn1,0,0,0,0,0,0,0,0
Nrsn2,0,0,0,0,0,0,0,0
Nrtn,0,0,0,0,0,0,0,0
Nrxn1,0,0,0,0,0,0,0.757,4.363
Nrxn2,0,0,0,0,0,0,0,0.623
Nrxn3,0,0,0,0,0,0,0,0
Nsa2,527.801,527.506,482.387,501.644,617.124,493.009,419.376,349.008
Nsa2-ps2,0,0,0,0,0,0,0,0.623
Nsd1,1349.622,1381.81,1385.671,1209.174,1407.815,1412.326,1471.6,1199.092
Nsd2,688.436,958.089,679.845,558.018,1144.251,1067.945,758.51,785.268
Nsd3,1209.066,1501.035,1932.144,1902.815,1427.1,1489.903,1432.993,686.175
Nsdhl,77.449,79.769,127.308,82.518,96.426,103.677,101.437,91.615
Nsf,500.55,570.393,676.38,623.378,559.269,452.408,473.879,495.467
Nsfl1c,116.174,100.355,102.193,116.832,125.353,125.427,123.39,132.748
Nsg1,0,0,0,0,0,0,1.514,1.246
Nsg2,0,0,0,0,0,0.725,0.757,0
Nsl1,17.211,12.866,10.393,18.791,35.356,31.176,11.355,21.813
Nsmaf,501.985,429.725,556.866,550.664,482.128,537.96,591.971,348.385
Nsmce1,80.318,90.92,114.318,102.943,151.067,118.902,84.784,109.065
Nsmce2,146.293,169.831,167.147,170.755,115.711,148.628,155.941,130.878
Nsmce3,41.593,38.598,49.365,47.387,51.427,51.476,38.607,61.7
Nsmce4a,243.821,206.714,208.717,210.788,189.637,224.754,278.574,167.025
Nsmf,37.29,33.452,25.981,30.229,28.928,24.65,30.28,55.467
Nsrp1,203.662,162.112,252.019,204.252,263.563,183.428,165.782,112.181
Nsun2,385.811,404.85,329.097,344.778,433.915,419.058,388.339,458.073
Nsun3,111.871,111.505,126.442,107.028,131.782,141.378,147.614,95.354
Nsun4,101.831,100.355,119.514,118.466,102.854,108.752,116.577,78.527
Nsun5,21.514,10.293,6.928,15.523,12.857,16.675,11.355,20.567
Nsun6,47.33,66.046,56.293,59.642,77.141,58.726,68.13,49.235
Nsun7,0,0,0,0,0,0,0,3.739
Nt5c,130.516,87.489,119.514,126.636,73.926,88.452,92.354,94.108
Nt5c1a,0,0.858,0,0,0,0,0,0
Nt5c1b,0,0,0,0,0,0,0,0
Nt5c2,431.707,532.653,397.514,346.412,324.633,366.857,485.234,272.351
Nt5c3,506.287,560.958,1560.611,1536.795,687.836,749.664,832.696,168.272
Nt5c3b,44.462,14.581,14.723,16.34,44.999,23.925,22.71,55.467
Nt5dc1,129.082,221.295,213.913,184.644,218.565,127.602,193.034,109.688
Nt5dc2,68.844,84.916,33.776,40.033,64.284,52.201,57.532,129.632
Nt5dc3,109.002,167.258,135.969,193.631,96.426,104.402,63.588,68.555
Nt5e,54.501,112.363,34.642,15.523,131.782,90.627,40.121,155.184
Nt5m,40.159,27.447,25.115,35.131,38.57,38.426,36.336,38.017
Ntan1,202.228,205.856,208.717,210.788,221.779,150.078,214.23,137.734
Ntf3,0,0,0,0,0,0,0,0
Ntf5,0,0,0,0,0,0,0,0
Nthl1,10.04,4.289,2.598,2.451,6.428,4.35,3.785,4.986
Ntm,0,0,0,0,0,0,0,0
Ntmt1,14.342,16.297,12.125,26.961,12.857,10.15,9.841,26.176
Ntn1,7.171,18.012,6.062,8.987,9.643,7.975,9.841,37.394
Ntn4,0,0.858,0,0.817,3.214,0.725,1.514,1.87
Ntn5,0,0,0,0,0,0,0,0
Ntng1,0,0,0,0,0,0,0,0
Ntng2,38.725,59.184,71.882,71.897,16.071,36.976,62.831,24.306
Ntpcr,441.747,336.232,223.439,293.306,584.982,546.66,331.564,630.084
Ntrk1,0,0,0,0,0,0,0,0
Ntrk2,0,0,0,0,3.214,0,0,0
Ntrk3,0,0,0,0,0,0,0,0
Nts,0,1.715,0.866,0,0,0,0,0
Ntsr1,0,0,0,0,0,0,0,0
Ntsr2,0,0,0,0,0,0,0,0
Nuak1,32.988,20.586,0.866,5.719,6.428,10.875,31.794,163.286
Nuak2,602.382,340.52,697.165,747.564,314.99,411.808,741.856,390.141
Nub1,391.548,343.094,614.891,516.35,340.704,370.482,504.159,293.541
Nubp1,162.069,147.53,152.424,214.057,73.926,102.227,140.801,143.966
Nubp2,104.7,103.786,108.256,134.807,96.426,121.077,98.409,100.34
Nubpl,53.067,43.744,30.312,33.497,51.427,44.951,27.252,36.147
Nucb1,447.483,345.667,361.14,406.054,369.632,426.308,451.17,696.77
Nucb2,384.377,489.766,698.032,549.847,784.262,555.36,476.15,316.6
Nucks1,425.97,370.541,368.935,317.817,851.76,625.687,537.467,590.821
Nudc,150.595,138.095,179.271,191.18,154.281,177.628,152.156,170.141
Nudc-ps1,2.868,0.858,0,0.817,0,1.45,0.757,0.623
Nudcd1,50.198,46.318,53.695,46.57,112.497,67.426,34.822,83.513
Nudcd2,83.186,78.054,65.819,68.629,128.568,115.277,62.831,108.442
Nudcd3,212.268,205.856,221.707,223.861,183.209,218.954,243.753,244.929
Nudt1,21.514,12.008,19.919,22.876,9.643,21.025,13.626,12.465
Nudt10,0,0,0,0,0,0,0,0
Nudt11,0,0,0,0,0,0,0,0
Nudt12,2.868,4.289,1.732,0.817,0,1.45,5.299,11.218
Nudt12os,0,0,0,0,0,0,0,0
Nudt13,63.107,38.598,71.016,62.093,35.356,64.526,70.401,50.482
Nudt14,14.342,12.866,12.991,17.157,6.428,5.8,9.841,10.595
Nudt15,2.868,0,5.196,2.451,0,2.9,0,2.493
Nudt16,71.712,45.46,45.9,36.765,44.999,43.501,59.046,83.513
Nudt16l1,80.318,56.61,56.293,67.812,70.712,72.501,76.457,112.804
Nudt17,1.434,1.715,1.732,0.817,0,0.725,1.514,3.739
Nudt18,48.764,48.891,48.498,60.459,77.141,64.526,46.934,51.105
Nudt19,107.568,120.941,95.265,96.407,96.426,119.627,119.605,100.34
Nudt2,34.422,15.439,24.249,22.059,28.928,37.701,15.14,32.408
Nudt21,90.357,92.635,77.944,74.348,118.925,75.401,74.186,105.326
Nudt22,11.474,12.008,6.928,14.706,3.214,5.8,8.327,22.436
Nudt3,110.437,100.355,108.256,128.271,112.497,118.177,105.979,188.838
Nudt4,474.734,747.944,389.72,356.216,340.704,364.682,417.862,573.37
Nudt5,86.055,68.619,80.542,77.616,131.782,135.578,81.756,141.473
Nudt6,11.474,12.866,11.259,8.987,9.643,5.8,15.897,21.813
Nudt7,43.027,38.598,24.249,26.144,28.928,28.276,42.392,24.929
Nudt8,12.908,12.866,14.723,15.523,9.643,15.95,19.682,24.306
Nudt9,167.806,115.794,115.184,132.356,102.854,144.278,127.932,170.141
